"married","educ","female","retired","netwealth","age","riskyasset","netinc"
0,0,0,1,168.654037475586,86,0,20.2999992370605
0,0,1,1,0.5,71,NA,12.3400001525879
1,0,1,1,9,75,0,9.75
1,0,0,1,331,62,NA,30.2549991607666
1,1,1,0,503,56,NA,30
0,0,0,1,78.2459259033203,75,0,22.7999992370605
1,0,0,1,201.982147216797,78,0,20.2999992370605
1,0,1,1,370.100006103516,64,0,20.1599998474121
1,0,0,1,360.840270996094,64,0,49.4000015258789
0,0,1,1,41,91,NA,7.80000019073486
1,0,0,1,158.5,65,0,30.7999992370605
1,0,0,0,48.3010406494141,55,0,18
1,0,0,1,454.5,75,28.5714302062988,26.7399997711182
1,0,0,1,150.417510986328,75,0,22.3500003814697
1,0,1,1,71.5,66,0,9.71000003814697
0,0,1,1,224,56,0,24.8500003814697
0,0,1,1,50,65,NA,9.18000030517578
1,0,0,1,173.528167724609,72,0,12
0,0,0,0,320,63,0,26.0499992370605
1,0,1,0,13.9585304260254,61,0,0
0,0,0,1,134.575347900391,70,0,17.9500007629395
0,0,1,1,9.48566818237305,73,0,12.8000001907349
0,0,1,1,102.47282409668,72,0,27.9699993133545
1,0,0,1,1,66,NA,9.84000015258789
0,0,1,1,1.39999997615814,78,0,6.5
1,0,0,1,328.940063476562,66,0,24.2000007629395
0,0,1,1,12.8220977783203,64,0,16.6399993896484
0,0,1,1,63.0499992370605,76,0,18.4500007629395
1,0,1,0,269.252838134766,56,0,22.7999992370605
1,0,0,1,192.094665527344,68,0,30.8680000305176
1,1,1,0,321,62,0,48.2000007629395
0,0,1,1,0.5,81,NA,9.10000038146973
1,1,0,1,681.299987792969,77,0,76
1,0,0,1,53.6177940368652,64,0,9.90999984741211
1,0,0,0,320.100006103516,67,0,20.7999992370605
1,0,0,1,135.473678588867,70,0,17.5400009155273
1,1,0,1,199.779708862305,79,0,14.8000001907349
1,0,0,0,288.502014160156,57,18.6656723022461,46.7999992370605
0,0,1,1,203.5,82,0,19
1,0,0,1,25,78,0,16.8999996185303
0,0,0,1,50.5854148864746,70,0,13.4879999160767
1,0,0,1,13.7584075927734,81,0,11.3000001907349
0,0,1,1,32.4000015258789,87,0,10.8000001907349
1,0,0,1,230,68,0,23.7000007629395
1,0,0,1,394.050384521484,73,0,25.6240005493164
1,1,0,1,268.200012207031,68,0,29.3999996185303
1,0,0,0,96.6999969482422,55,0,11.1999998092651
1,0,0,1,553,67,25.2525234222412,49.5
0,0,1,1,151,85,NA,6
1,1,0,1,1125.65319824219,75,0,63
1,0,1,0,101.85164642334,63,0,3
0,0,1,1,132.600006103516,80,0,19
1,0,0,1,183.541168212891,67,48.4767837524414,18
1,0,0,1,189,75,0,20.3999996185303
1,0,1,0,106.544799804688,63,0,25.6000003814697
1,0,0,0,-15,67,NA,14.8000001907349
1,0,0,1,105.5,63,0,32.0999984741211
0,0,0,1,130.525299072266,89,0,21.7000007629395
0,0,1,1,50.5,67,NA,7.65000009536743
1,0,0,1,5.19999980926514,69,0,13.4680004119873
0,0,1,0,-1.70000004768372,58,NA,6.5
1,0,0,1,370,77,0,30.2000007629395
1,1,0,0,2920,59,57.1428604125977,154
0,0,1,1,89.3079986572266,62,0,19
0,0,1,1,11,89,0,12.1000003814697
0,0,0,1,406,68,0,21.5
0,0,1,0,60.2000007629395,59,NA,9.5
0,0,1,1,0,71,NA,7.80000019073486
1,0,0,1,1030,71,0,39.6100006103516
1,0,1,1,100,63,NA,20.2000007629395
0,1,1,1,281,69,0,35.4000015258789
1,0,0,1,17,62,NA,23.3999996185303
1,0,0,0,721.404724121094,66,97.8388290405273,50.2000007629395
1,0,0,1,164.368286132812,69,0,22.5599994659424
1,0,0,1,351,77,NA,15.5
1,0,0,1,520,76,0,40.3689994812012
1,1,1,0,930,57,36.3636360168457,76.9000015258789
0,0,1,1,96,81,0,10.8500003814697
1,0,0,1,332.528717041016,81,66.4801559448242,27.6000003814697
1,0,0,1,201,75,0,21.75
1,0,0,1,180,71,0,35.0999984741211
1,0,0,1,14.4157705307007,85,0,11.7399997711182
1,0,0,0,1.5,56,NA,10.8000001907349
0,0,1,0,4.79605913162231,66,0,9.10000038146973
1,0,1,1,4,73,NA,7.01999998092651
0,0,1,0,5.19999980926514,57,0,0.600000023841858
0,0,1,1,147.827362060547,75,0,15.3819999694824
1,0,0,1,2.79999995231628,74,0,13.0900001525879
1,0,1,0,151.234970092773,56,0,3
0,0,0,1,401.568878173828,72,0,28.0599994659424
1,1,0,0,330,60,43.4782600402832,65.1999969482422
0,1,1,0,252,59,0,23
1,0,0,1,208.600006103516,70,0,22.6000003814697
0,0,1,0,7,63,0,6
1,0,0,1,153,66,0,24.3999996185303
1,0,0,1,17,75,0,12.7399997711182
0,0,1,1,12,89,0,15.3000001907349
1,0,0,0,747.200012207031,59,47.0588226318359,49.25
1,0,1,1,308.911712646484,64,0,24.2999992370605
1,0,0,0,181.5,57,0,29.7999992370605
1,0,0,1,4962,78,28.1690158843994,136.369995117188
0,0,1,1,2,90,0,11.0100002288818
1,0,0,1,221.640609741211,64,0,25.6499996185303
1,0,0,1,-2,70,NA,10.6000003814697
0,0,0,1,121,82,NA,17.2000007629395
1,0,0,1,562.110595703125,67,4.53933048248291,39.8699989318848
0,0,1,1,8,85,0,19.5200004577637
1,0,0,1,10.6396064758301,80,0,16.3999996185303
1,0,0,0,441,59,37.5,36.2999992370605
1,0,1,0,1111.18249511719,76,26.581169128418,48.5999984741211
1,1,0,0,5680,74,0,277.5
1,1,0,1,442,64,0,52.9500007629395
0,0,1,0,405,59,0,21.3999996185303
1,0,1,0,0.947941064834595,58,0,0
1,0,0,1,91.1999969482422,66,NA,5.60200023651123
0,0,1,1,244,92,0,31.2662086486816
1,0,0,1,319,60,0,29.2999992370605
0,0,1,1,-7.40000009536743,63,0,16.3999996185303
0,0,0,1,739.5,81,0,21.4500007629395
0,0,0,0,20.5,72,0,47.8466300964355
0,0,1,1,0,70,NA,6.11999988555908
0,0,1,0,0.5,83,NA,3.59999990463257
1,1,1,0,687.337463378906,55,0,18
1,0,0,1,102,72,NA,14.5500001907349
1,0,0,1,615,68,0,37.6500015258789
0,0,1,1,353,69,0,15.75
1,0,0,1,147.612548828125,63,0,28.7399997711182
1,1,0,1,-23,72,0,48.1199989318848
1,1,0,1,631.275268554688,64,70.6295547485352,60.4000015258789
0,0,1,1,30,64,0,18.25
1,0,0,1,325,72,0,28.6000003814697
1,0,0,1,140,85,0,11.789999961853
1,1,0,0,302,56,NA,22.7000007629395
1,0,1,0,5.1695613861084,58,0,15
0,0,0,1,493.370208740234,73,0,37.4900016784668
0,0,1,1,5,86,0,13
1,0,0,1,1,73,NA,13.8999996185303
1,0,1,0,1.60000002384186,58,0,0
0,0,1,1,327,81,0,32.2200012207031
0,0,1,1,56,91,0,10.1999998092651
1,0,0,1,118.792320251465,68,0,20.2999992370605
0,0,0,1,1585.19311523438,77,0,38.1699981689453
1,1,0,0,10,61,0,8
1,0,1,0,172.594833374023,66,0,4.80000019073486
0,0,0,1,181,86,0,38.0750007629395
0,0,1,1,1884.66430664062,75,0,44.9000015258789
1,0,1,1,320,75,0,26.7999992370605
1,0,1,0,308,58,0,8.39999961853027
1,0,1,1,270.099914550781,71,0,8.82999992370605
1,0,0,1,360.549987792969,63,96.1538467407227,27.5
0,0,1,1,10.6060571670532,72,0,9
1,1,0,0,584,55,62.5,42.1199989318848
0,0,0,1,241.652008056641,83,0,19.5
0,0,1,1,208.777862548828,77,0,17.7999992370605
1,0,0,0,824.422180175781,55,0,32.0999984741211
1,0,1,0,223.699996948242,56,0,10.1999998092651
0,0,0,1,136.424499511719,63,0,21.2099990844727
1,0,0,0,532,82,0,28.7999992370605
1,0,0,1,899.572082519531,64,39.5889053344727,52.9000015258789
0,0,1,1,11.3268508911133,84,0,8.44999980926514
0,1,0,1,386.671905517578,65,86.2827529907227,34.5
0,0,1,1,190.149993896484,80,0,20.6200008392334
1,0,1,1,697.203369140625,86,0,23.2000007629395
0,0,0,0,172,61,NA,24
1,0,0,0,345,58,0,28.7000007629395
0,0,1,1,12.7441625595093,78,0,7.80000019073486
1,0,0,1,64.5,73,0,13.8999996185303
0,0,0,1,403.594085693359,75,0,31.6000003814697
1,0,1,1,139.040237426758,63,0,26.7000007629395
1,0,0,0,384.452545166016,57,0,22.0220756530762
0,0,1,1,306.099884033203,66,0,15.6499996185303
0,1,0,0,299.755584716797,55,0,5.48000001907349
1,0,0,1,415.001007080078,76,14.6796817779541,23.1000003814697
0,0,0,1,157.410461425781,89,0,23.1599998474121
0,0,1,1,105,74,0,26.7999992370605
1,0,1,1,385,75,0,14.1000003814697
1,0,1,0,121,60,0,4.80000019073486
0,0,1,0,1,70,NA,NA
1,1,0,1,593.937255859375,68,0,40.0499992370605
1,0,0,1,1065.35595703125,69,92.8571395874023,37.5
0,0,0,0,171.810668945312,55,0,20.4899997711182
1,0,1,1,82.3988723754883,77,76.0684814453125,25.2999992370605
0,0,1,1,117.50821685791,88,0,19.4099998474121
0,0,0,1,4.09999990463257,83,0,11.6300001144409
1,0,0,0,885.954650878906,58,5.27928972244263,23.6000003814697
0,1,1,1,637.479064941406,68,73.9255065917969,47.4000015258789
1,0,1,0,-3.75287246704102,55,0,0
0,0,1,1,303.949951171875,66,0,29.5100002288818
1,0,0,1,91,84,0,13.8000001907349
0,0,1,1,109,80,0,21.0499992370605
1,0,0,1,356,88,0,33
1,0,0,1,196.399993896484,83,0,16.1000003814697
0,0,0,1,6,66,0,24.8999996185303
0,0,1,0,201,60,NA,14.3000001907349
1,0,1,1,351,73,NA,20.1000003814697
0,0,1,1,7,71,0,10.1400003433228
1,0,0,1,147.399993896484,66,0,22.2999992370605
1,0,0,1,577.957153320312,73,0,22.1000003814697
1,0,0,1,470.686401367188,81,0,31.2399997711182
1,1,0,0,2518,56,37.7192993164062,106.099998474121
0,0,0,1,0.600000023841858,67,0,24.2000007629395
1,0,0,0,120.5,57,NA,5.40000009536743
0,0,1,1,34.7000007629395,56,0,9.75
1,0,0,1,238.664367675781,65,0,32.5999984741211
1,0,0,1,268.075317382812,78,0,25.2350006103516
1,0,0,1,131.402893066406,68,0,22.7999992370605
0,0,1,0,65,84,0,16.6000003814697
0,1,0,1,1305.64636230469,77,0,39.9000015258789
0,0,1,1,133.173919677734,75,0,15.3000001907349
0,0,0,1,2,73,NA,12.6099996566772
0,0,1,1,363.177429199219,78,0,20.9069995880127
0,0,0,0,291.713287353516,64,0,14.1999998092651
1,0,0,1,157.971664428711,89,0,19.2000007629395
0,0,1,1,83.7300872802734,85,0,18.5
1,1,0,1,1547.69995117188,70,94.674560546875,41.3499984741211
1,0,1,1,437.286956787109,64,0,17.3500003814697
1,1,0,1,213,75,24.0963859558105,30.6499996185303
1,0,1,0,89.5,55,0,3.79999995231628
0,0,1,0,100,75,NA,11.0100002288818
0,0,1,1,0.0500000007450581,67,NA,5.84999990463257
1,0,0,1,122,82,NA,10.8299999237061
0,0,1,0,0,57,NA,10.8000001907349
1,0,0,1,100,65,NA,18.7000007629395
1,1,0,1,201.43359375,67,0,29.1399993896484
0,0,0,1,0.0500000007450581,63,NA,11.6999998092651
1,0,0,1,349.339538574219,62,0,22.0799999237061
0,0,1,1,156,69,0,14.7799997329712
1,0,1,0,2,68,NA,0
0,0,1,1,234.100280761719,85,0,22.9200000762939
0,0,0,1,270.899993896484,78,0,24.2299995422363
1,0,0,0,376,56,80,24
0,0,1,1,222.537200927734,75,0,22.7999992370605
1,0,0,0,35.7999992370605,56,0,30.8500003814697
1,0,0,0,63.3846092224121,64,0,15.3999996185303
1,0,1,1,355.275054931641,81,0,19.3999996185303
0,0,1,1,45.2000007629395,65,0,101.580001831055
1,0,1,1,350.946960449219,83,0,16.7999992370605
1,0,1,1,110,69,0,15.8436975479126
1,0,0,1,353.9013671875,67,0,27.6599998474121
0,0,1,0,21.5370750427246,67,0,11.8599996566772
0,0,0,1,0,75,NA,14.3000001907349
0,0,1,1,40,77,0,7.57000017166138
0,0,1,0,343,61,0,23.3999996185303
1,0,0,0,259.5,58,NA,20.2000007629395
0,0,1,1,10,92,0,7.80000019073486
0,1,0,1,947,87,96.1538467407227,71
1,0,0,0,405,66,0,21.7600002288818
1,0,0,1,1035,68,0,29.2049999237061
1,0,0,0,21,57,0,23.3999996185303
0,0,0,1,275.579498291016,64,0,18.1000003814697
1,0,0,1,485,71,31.5789451599121,31.3999996185303
1,0,0,1,1571,62,0,32.0999984741211
1,0,0,1,310.444519042969,67,0,34.772834777832
1,0,0,1,5.63102388381958,66,0,15.6000003814697
0,0,0,1,8.60000038146973,85,0,12.8299999237061
0,0,1,1,101.063789367676,69,0,11.8800001144409
0,0,1,1,124,68,0,16.6560001373291
1,1,0,0,643,58,0,98.3000030517578
0,0,1,1,1,72,NA,7.28000020980835
1,0,0,1,166,92,0,13.0900001525879
0,0,1,0,0,64,NA,5.40000009536743
1,0,0,1,75,76,NA,15.6499996185303
1,0,0,1,172.782180786133,63,0,32.2000007629395
1,0,0,0,150,55,0,22.75
1,0,1,1,7.3332142829895,71,0,6.5
1,0,0,0,222,63,0,27.0499992370605
0,0,1,1,290,72,NA,22.7999992370605
1,0,1,1,70.5999984741211,81,0,5.65000009536743
1,0,0,1,82.9000015258789,70,0,13.5299997329712
0,0,1,1,34.9248352050781,92,0,12.1999998092651
1,0,0,0,153,56,NA,22.7999992370605
0,0,1,1,140,78,NA,12.6000003814697
0,0,0,1,34.4000015258789,55,0,18.75
0,0,1,1,164.880599975586,72,0,19.9799995422363
1,0,0,1,295.237396240234,73,0,29.8500003814697
1,0,1,1,101.345474243164,68,0,14.1599998474121
0,0,1,1,35.3623886108398,80,0,15.6899995803833
0,0,1,1,113.028793334961,86,0,19.7999992370605
1,0,0,1,357,79,0,21.3999996185303
1,0,0,1,326.919464111328,77,0,36.7000007629395
1,0,0,0,210.543594360352,57,0,18.6000003814697
0,0,1,1,32,80,0,10.8999996185303
1,0,1,1,192.600006103516,66,0,12
0,0,1,1,205,64,0,19.3600006103516
0,0,1,1,13.5521335601807,79,0,7.80000019073486
0,0,1,0,0,57,NA,22.2000007629395
1,0,0,1,0,68,NA,10.3999996185303
0,0,1,1,0,78,NA,14
1,0,1,1,103.828239440918,77,0,10.9099998474121
0,0,1,1,613,83,0,55.2999992370605
0,0,1,1,1.96978986263275,74,0,14
0,1,0,1,42.3790817260742,78,0,34.0999984741211
0,0,1,0,114.819831848145,58,0,10.8999996185303
0,0,0,1,2,92,0,16.5
1,0,0,1,75.1977462768555,86,0,13.7399997711182
0,0,1,1,107.449867248535,82,0,25.8799991607666
1,1,0,0,308,57,66.6666717529297,19.2000007629395
1,0,0,1,91.5,63,0,14.1499996185303
1,0,0,0,5.31400012969971,56,0,15.3999996185303
0,0,1,1,171.5,89,0,29.3439998626709
0,0,1,1,0,71,NA,9.26000022888184
0,0,0,0,164.860992431641,56,0,21
0,0,1,1,3,88,NA,16.2700004577637
1,0,0,1,151,84,0,23.1599998474121
1,0,0,1,615.052856445312,83,0,38.5
0,0,0,0,0.200000002980232,58,NA,12
0,0,1,1,380,70,0,39
0,0,0,1,3,93,0,12.0900001525879
0,0,1,0,393.219299316406,61,2.50625896453857,18
1,0,0,1,131.323455810547,89,0,14.3999996185303
1,1,0,1,100,66,0,21.9699993133545
1,0,0,1,252.891082763672,59,0,20.272819519043
0,1,0,1,201.964126586914,63,68.2693634033203,32.1199989318848
1,0,0,1,312,61,0,17.7000007629395
1,0,0,1,365.464172363281,66,0,29.8999996185303
0,0,0,0,88.8064575195312,58,0,28.2999992370605
1,0,1,0,362.237030029297,65,0,7.19999980926514
0,0,0,1,193,88,0,19.2000007629395
0,0,0,1,15.1000003814697,67,0,16.8999996185303
1,0,0,0,0.100000001490116,70,NA,14
0,0,1,1,131,73,NA,22.7999992370605
1,0,0,1,108.875915527344,87,0,19.1000003814697
1,0,0,1,0.5,68,NA,11.0500001907349
0,0,1,0,117.800003051758,56,0,26
0,0,1,1,325,61,0,40.564998626709
1,0,0,1,251.156524658203,66,5.19991683959961,31.8999996185303
0,0,1,1,198.979995727539,72,0,24.1000003814697
1,0,0,1,22,66,0,13
0,0,0,1,255.64973449707,73,0,22.7000007629395
1,0,0,1,328,68,0,26.6499996185303
1,0,1,1,85.2595825195312,62,0,9.22000026702881
0,0,1,1,0.200000002980232,56,NA,4.90000009536743
1,0,0,0,414.038909912109,58,0,51.0999984741211
1,0,0,1,351.200653076172,80,0,36.4000015258789
0,0,1,1,1.33362054824829,85,0,6.5
1,0,1,0,201.861999511719,62,0,6
1,1,1,1,762.310974121094,70,26.1386089324951,35.810001373291
1,0,0,0,4,56,NA,17
1,0,1,1,251.9765625,64,0,13.8000001907349
1,0,0,0,122.800003051758,61,0,24.7000007629395
0,0,1,1,6,83,0,14.9499998092651
1,1,0,0,374.207244873047,58,0,39.5999984741211
1,0,0,1,516,76,0,38.7761840820312
0,0,1,1,156.888031005859,92,0,12.3900003433228
1,0,0,1,188.820724487305,72,0,23.5499992370605
1,0,1,0,573.955627441406,59,0,12.1999998092651
0,0,1,1,98.5124130249023,87,0,19.1000003814697
1,0,0,1,333.712585449219,73,0,27.6000003814697
0,0,0,0,90,74,NA,19.7999992370605
1,0,0,1,151.899993896484,71,0,24.5
1,1,0,0,752.199157714844,63,0,77.1999969482422
1,1,0,1,966.7705078125,65,69.7890777587891,49.7000007629395
1,0,1,0,191.216323852539,60,0,21.6000003814697
1,0,0,0,192.038696289062,64,0,29.8999996185303
0,0,1,1,1013.40002441406,78,0,32.1500015258789
1,0,0,1,40.4827537536621,81,0,24.3999996185303
1,0,0,1,505.390014648438,72,0,23.7999992370605
0,0,0,1,81,88,NA,12.8000001907349
0,0,1,1,0,72,NA,7.67000007629395
1,0,0,1,-7,67,0,16.8999996185303
1,0,0,1,212,60,0,21.5
1,0,0,0,765,59,50,27
1,0,1,0,70,62,NA,4.80000019073486
1,0,1,0,203.100006103516,61,0,6
0,0,0,0,241.94270324707,63,0,20.6000003814697
1,0,0,1,203.648956298828,69,0,21.8999996185303
1,0,0,1,4.55672645568848,65,0,9.75
1,0,0,1,261.232238769531,77,0,21.7000007629395
0,0,0,0,0,62,NA,3.59999990463257
0,0,0,1,687.5,75,NA,43.1305961608887
1,0,0,0,323.392517089844,58,0,38.2999992370605
1,1,0,1,437,66,66.9421463012695,49.5
1,1,0,0,296.528137207031,55,0,80.1999969482422
0,0,1,1,100.099998474121,86,NA,10.0799999237061
0,0,0,1,520.049560546875,82,52.1233863830566,46.810001373291
0,0,1,1,1,86,0,8.44999980926514
1,0,0,1,161.685974121094,80,0,12.3830003738403
1,0,0,1,50.0499992370605,79,0,16.5
1,0,0,1,6,89,0,19.1000003814697
0,0,1,1,13,63,0,13
1,0,0,1,753.900024414062,75,0,19.5599994659424
0,0,1,1,91,74,0,13.9309997558594
1,0,0,1,419,76,0,20.2000007629395
1,0,0,0,35.6636848449707,61,0,13
0,0,1,1,40.1030006408691,97,0,23.4610004425049
0,1,1,1,243.5,71,0,21.7999992370605
1,0,0,1,6.09999990463257,87,0,10.5600004196167
0,1,1,1,1569.21740722656,73,21.6176338195801,33.4000015258789
1,0,0,0,488,65,0,20.5
1,0,0,0,289.799987792969,64,0,33.9000015258789
0,0,1,0,159.12971496582,57,0,7.80000019073486
0,0,1,1,129.199996948242,64,0,6.30999994277954
1,0,0,0,1,63,NA,15.6000003814697
0,0,1,1,151.100006103516,88,0,14.8500003814697
1,0,0,1,25,88,NA,10
0,0,0,0,2480.02514648438,56,0,27.2000007629395
1,0,0,1,201.079879760742,69,0,24.7800006866455
0,0,1,0,77.1886672973633,67,0,10.9899997711182
1,0,0,1,416.540771484375,74,37.810977935791,29.875
1,0,0,1,221.645248413086,58,0,23
1,0,1,0,2.59999990463257,59,0,0
1,1,1,1,419.560882568359,68,0,31.2999992370605
1,0,0,1,1588,69,19.230770111084,32.8400001525879
0,0,1,1,90.5,77,NA,12
1,0,0,1,103.78003692627,87,0,16.3400001525879
0,0,0,1,297.399993896484,76,0,26.6000003814697
1,0,0,1,113.5,67,0,20.3500003814697
1,0,0,0,453.5,58,0,21
0,0,1,0,1.20000004768372,58,0,13.1999998092651
1,0,1,1,234.302780151367,64,0,20.7350006103516
0,0,0,1,114.712211608887,78,0,21.6499996185303
0,0,0,0,233,55,6.25,18.9400005340576
0,0,1,0,7.5,55,0,7.80000019073486
1,0,0,1,263.167205810547,73,0,34.7000007629395
1,0,0,1,-4.5,81,NA,16.8999996185303
1,1,0,0,771.400024414062,62,0,73.6999969482422
1,0,0,0,40.5,56,NA,31.2000007629395
1,0,0,0,150.800003051758,56,17.6470584869385,28.7999992370605
1,0,0,0,624,62,77.8210067749023,33.4000015258789
1,0,0,1,62.4000015258789,80,0,16.5
0,0,1,1,21.8829154968262,81,0,12.6599998474121
0,0,1,1,96.5616607666016,76,0,21.1800003051758
1,0,1,1,135,74,0,6.32999992370605
0,0,1,1,40.0999984741211,82,NA,9.39999961853027
1,0,1,1,191.60237121582,63,0,11.1999998092651
0,0,1,1,45,92,NA,13.5299997329712
1,0,0,1,1198.35778808594,71,44.3880424499512,37.4500007629395
1,0,0,1,4.99375867843628,75,0,5.94399976730347
1,1,0,0,391.298278808594,79,73.9580459594727,48.7999992370605
1,0,0,1,424.148254394531,62,99.3146743774414,36.7999992370605
1,0,0,1,0,71,NA,5.32999992370605
0,0,1,1,10.3582983016968,66,0,13.6499996185303
1,0,0,1,402,86,0,14.1999998092651
1,0,0,1,215.421142578125,82,0,25.3999996185303
0,0,1,1,126.800003051758,72,NA,13.9049997329712
0,0,1,1,160.5,71,NA,13.8999996185303
1,0,0,1,226.951202392578,75,40.7777481079102,43.5
1,0,0,1,-2.20000004768372,71,NA,21.6000003814697
0,0,1,1,71.1845703125,63,0,14.2399997711182
1,0,0,0,323,59,0,33
1,0,0,1,420.740417480469,58,0,37.2000007629395
1,0,1,1,250,71,0,20.742000579834
1,0,0,1,156.900512695312,59,0,24.7000007629395
1,0,0,0,3.01116943359375,57,0,20
0,0,1,1,185.5,80,0,21.7700004577637
1,0,0,1,208,80,0,15.4899997711182
0,0,0,1,523.260620117188,71,0,45.7900009155273
1,0,0,1,35.5,77,0,15.6000003814697
0,0,1,1,110,76,0,7.80000019073486
0,0,1,1,1.10000002384186,57,0,10.335000038147
1,0,0,0,145.520004272461,56,52.6315803527832,32.3600006103516
1,0,0,1,312,79,0,30
0,0,0,0,130,59,0,22.2000007629395
1,0,0,1,0,66,NA,5.46000003814697
1,0,0,0,121.208923339844,59,0,29.2000007629395
1,0,1,0,149.063491821289,64,0,7.19999980926514
0,0,1,0,101.135154724121,72,0,13.9300003051758
1,1,0,0,568,58,0,57.2000007629395
0,0,1,1,154,88,0,21.6000003814697
0,0,0,0,155.282745361328,57,0,21.8999996185303
0,0,0,0,3.09999990463257,64,0,20.7140007019043
1,0,1,1,349,67,0,20.1599998474121
1,0,1,1,103.480239868164,80,0,11.6999998092651
0,0,1,1,218.539993286133,57,0,17.9099998474121
0,0,1,1,133,62,NA,22.7999992370605
0,0,1,1,132.796859741211,90,0,19.1000003814697
1,1,0,0,209.179046630859,59,0,51
0,0,1,1,197.75,76,0,17.1000003814697
1,0,0,0,30.1685848236084,63,0,18.3400001525879
0,0,1,1,198.5,74,68.9655151367188,23.8999996185303
1,0,0,0,92,56,NA,10.8000001907349
0,0,1,0,201.100006103516,55,0,18
1,0,0,0,150.800003051758,57,0,24
0,0,0,1,0,81,NA,9.74100017547607
1,0,0,0,1202,57,0,43
1,0,1,0,401,66,NA,4.80000019073486
1,0,1,1,78.226806640625,70,0,8.3100004196167
0,0,1,1,248.460479736328,68,0,28.8400001525879
1,0,1,0,175.052688598633,56,8.025221824646,28.786828994751
1,0,0,0,439,64,0,19.2000007629395
0,0,1,0,613,60,0,26.3999996185303
1,0,0,1,803,67,0,22.9500007629395
1,0,0,1,78.8292465209961,82,0,16.7999992370605
0,0,1,1,188.101623535156,77,0,20.1000003814697
1,0,0,1,58.5,66,0,9.80000019073486
1,0,1,0,3.12297821044922,62,0,0
1,0,0,1,194,69,0,19.4549999237061
1,0,1,0,86.1256866455078,64,0,5.94000005722046
0,0,0,1,1198.5,80,NA,17.4500007629395
1,0,1,1,255,73,NA,12.6999998092651
0,0,1,0,136,55,0,15.8000001907349
0,0,1,1,11.4611864089966,72,0,16
0,0,1,1,282.614990234375,77,16.626293182373,24.3899993896484
0,0,1,1,324.369934082031,80,0,17.3999996185303
0,0,1,1,122.91854095459,79,0,13.25
1,0,0,0,224.739074707031,61,0,12.1999998092651
0,0,1,1,279.662933349609,75,0,26.6000003814697
0,0,0,0,202.039978027344,57,0,4.80000019073486
1,0,0,1,131.484069824219,66,0,25.3999996185303
1,0,1,0,124.853790283203,65,0,35.9103736877441
1,0,0,1,154.276275634766,67,0,19.2000007629395
1,0,0,1,277,72,0,23.7999992370605
1,0,0,0,2.11522054672241,59,0,20
0,0,1,1,90,92,0,16.3999996185303
0,0,1,1,50,79,NA,11.3999996185303
1,0,0,1,440.899993896484,75,80.7692260742188,32.8199996948242
1,0,0,1,10.6118230819702,84,0,11.9300003051758
1,0,1,1,414.589294433594,64,0,25.1000003814697
0,0,1,1,397.494415283203,65,0,31.2099990844727
1,0,0,1,458.5,67,70.1030883789062,39.5999984741211
1,1,0,1,514.767700195312,68,65.8034973144531,36.2900009155273
1,0,0,1,299.5,71,0,25.3999996185303
1,0,0,1,168.609756469727,69,0,24.5599994659424
0,0,1,1,205,77,NA,12.5
0,0,1,1,325.534912109375,90,0,24.0049991607666
0,0,1,1,0.100000001490116,78,NA,9.77999973297119
0,0,0,1,89.9315185546875,58,0,12.6000003814697
1,0,0,1,275,68,0,37
1,0,0,1,351.787689208984,70,73.1599349975586,25
1,0,0,1,351.470001220703,62,0,25.9500007629395
1,0,0,1,280.456115722656,77,0,28.7000007629395
0,0,1,1,100,74,NA,9
1,0,0,1,80.1999969482422,81,NA,10.1499996185303
1,0,0,0,1403.58239746094,64,70.4238128662109,112.400001525879
0,0,1,1,174.383865356445,76,0,12.7299995422363
1,0,0,1,55.3485870361328,71,0,15.4879999160767
0,0,0,1,225.983825683594,72,0,25.0400009155273
1,0,0,1,284.933013916016,71,0,19.3700008392334
1,0,1,0,9,66,0,0
0,0,0,1,125,84,0,24.0400009155273
1,0,0,1,5,87,0,9.75
0,1,0,1,206,79,0,25.6000003814697
0,0,1,0,330.723754882812,60,0,36.0299987792969
0,1,0,0,1292.9384765625,67,0,39.5999984741211
0,1,1,0,177,65,0,35.4000015258789
0,0,0,1,352.5,75,6.89655160903931,22.8999996185303
0,0,1,1,20.8054981231689,68,0,15.8999996185303
0,0,1,1,5.5,87,0,13.1999998092651
1,0,0,0,259,64,0,33.4889984130859
0,0,1,1,155.920318603516,86,0,22.3050003051758
0,0,1,1,318,60,0,19.1000003814697
1,0,1,1,26.3999996185303,59,0,12.7399997711182
0,0,1,1,165.5,69,0,18.7399997711182
0,0,1,1,304,70,0,26.6000003814697
1,0,1,1,420,69,0,27.8999996185303
1,0,1,1,302.5,72,0,21.2999992370605
1,0,0,0,308.269226074219,58,0,21
0,0,1,1,176,90,0,14.75
0,0,1,1,115.599998474121,80,0,13.2399997711182
1,0,0,0,215.417892456055,59,0,22.7999992370605
0,0,1,1,325,75,0,18.5
0,0,1,1,50.5,91,NA,10.8000001907349
1,0,0,1,259.149993896484,67,0,17.3400001525879
0,0,1,1,105.900001525879,69,0,22.6000003814697
1,0,1,0,182,58,NA,8.39999961853027
1,0,0,1,457.260040283203,83,83.9224243164062,42.9000015258789
1,1,0,0,142.668121337891,59,0,29.7999992370605
0,0,1,1,163.582473754883,84,0,18.1399993896484
1,0,1,1,144.672164916992,57,0,22.8999996185303
1,0,1,0,3.5,55,0,16
